title,year,distributor,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
White Oleander,2002,Warner Bros.,21657770,5657770,30996441.455377586,8097358.895813911,3734098.275862069,16000000,22899082.559563674
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,2006,Miramax,206351,-793649,262781.6817184593,-1010687.7064524695,31503.969465648857,1000000,1273469.3881709287
One True Thing,1998,Universal,26708196,-3291804,42085642.15631173,-5187085.087765403,5694711.300639658,30000000,47272727.24407713
Ong-Bak 2,2009,Magnolia Pictures,7583050,-7416950,9099660.003639864,-8900340.003560135,1011073.3333333334,15000000,18000000.0072
On the Line,2001,Miramax,4356743,-5643257,6322343.331173558,-8189284.577963056,771104.9557522123,10000000,14511627.909136614
Opal Dreams,2006,Strand,14443,-8985557,18392.718373352724,-11442831.775165007,2205.0381679389316,9000000,11461224.49353836
Orgazmo,1998,October Films,627287,-372713,988452.2418251804,-587305.3329773907,133749.8933901919,1000000,1575757.574802571
Oscar and Lucinda,1997,Fox Searchlight,1612957,-10887043,2580731.2,-17419268.8,351406.7538126362,12500000,20000000
Owning Mahowny,2003,Sony Pictures Classics,1011054,-8988946,1414568.824604639,-12576462.560510686,167670.64676616914,10000000,13991031.385115325
El Laberinto del Fauno,2006,Picturehouse,83234615,67234615,105996734.2386928,85621224.02795795,12707574.809160305,16000000,20375510.21073486
The Peacemaker,1997,Dreamworks SKG,62967368,12967368,100747788.8,20747788.8,13718380.82788671,50000000,80000000
People I Know,2003,Miramax,121972,-19878028,170651.40801052866,-27811411.362220123,20227.529021558872,20000000,27982062.77023065
Phat Girlz,2006,Fox Searchlight,7271305,4271305,9259784.329554215,5439376.165041429,1110122.900763359,3000000,3820408.164512786
Poolhall Junkies,2003,Gold Circle Films,563711,-3436289,788689.8293134745,-4807722.724732656,93484.41127694858,4000000,5596412.55404613
The Pink Panther,2006,Sony Pictures,158926474,78926474,202387999.60894302,100510448.55526872,24263583.816793893,80000000,101877551.0536743
Play it to the Bone,1999,Walt Disney Pictures,8427204,-15572796,13016275.493911946,-24053031.461738672,1665455.3359683796,24000000,37069306.95565062
Screwed,2000,Universal,6982680,-5017320,10423905.069775328,-7489970.524882302,1295487.9406307978,12000000,17913875.59465763
"Paris, je t'aime",2007,First Look,4857374,-8142626,6013891.616756612,-10081346.472349962,706013.66279069765,13000000,16095238.089106575
The Back-up Plan,2010,CBS Films,77090007,42090007,90762574.31760532,49555027.13037797,9770596.57794677,35000000,41207547.18722734
Proof of Life,2000,Warner Bros.,62761005,-2238995,93691069.64714046,-3342423.1572550386,11643971.243042672,65000000,97033492.8043955
Pollock,2000,Sony Pictures Classics,10557291,4557291,15760166.465883221,6803228.668554406,1958681.0760667904,6000000,8956937.797328815
Please Give,2010,Sony Pictures Classics,4028339,1028339,4742799.126532805,1210723.6533418908,510562.61089987325,3000000,3532075.473190915
The Players Club,1998,New Line,23047939,18047939,36317964.46283759,28439176.58882474,4914272.707889126,5000000,7878787.874012856
The Pineapple Express,2008,Sony Pictures,100941380,74941380,120665557.63457532,89585097.88160822,14058688.022284124,26000000,31080459.7529671
Pinocchio,2002,Miramax,31681811,-13318189,45342775.35784329,-19060894.34092955,5462381.206896552,45000000,64403669.69877283
Pokemon 2000,2000,Warner Bros.,133946923,103946923,199959042.90909874,155174353.92245466,24851006.12244898,30000000,44784688.986644074
Pokemon 3: The Movie,2001,Warner Bros.,68452128,65452128,99335181.11245918,94981692.7397182,12115420.88495575,3000000,4353488.372740984
Gake no ue no Ponyo,2009,Walt Disney Pictures,199090399,165090399,238908478.8955634,198108478.8792434,26545386.533333335,34000000,40800000.01632
Pootie Tang,2001,Paramount Pictures,3293258,-206742,4779053.470478742,-300016.2977190722,582877.5221238937,3500000,5079069.768197815
Peter Pan: Return to Neverland,2002,Walt Disney Pictures,109862682,89862682,157234664.0833181,128610810.88386354,18941841.724137932,20000000,28623853.199454594
Primary Colors,1998,Universal,39017984,-25982016,61482883.841525525,-40941358.520641595,8319399.573560767,65000000,102424242.36216712
Precious (Based on the Novel Push by Sapphire),2009,Lionsgate,63471431,53471431,76165717.23046629,64165717.225666285,8462857.466666667,10000000,12000000.0048
Pride and Prejudice,2005,Focus Features,120918508,92918508,159183858.55231196,122323099.07730475,18864041.809672385,28000000,36860759.475007206
The Road to Perdition,2002,Dreamworks SKG,181054514,101054514,259123891.49172983,144628478.69391146,31216295.51724138,80000000,114495412.79781838
The Prince & Me,2004,Paramount Pictures,29356757,-643243,39996978.96803504,-876383.4759519168,4727336.070853462,30000000,40873362.44398696
The Perfect Man,2005,Universal,19535005,9535005,25716968.594573684,12552411.639213968,3047582.6833073325,10000000,13164556.955359718
The Producers: The Movie Musical,2005,Universal,32952995,-12047005,43381157.9527184,-15859348.34640033,5140872.854914197,45000000,59240506.29911873
Prince of Persia: Sands of Time,2010,Walt Disney Pictures,335055643,135055643,394480606.2648371,159008908.05210942,42465860.96324462,200000000,235471698.21272764
The Powerpuff Girls,2002,Warner Bros.,16425701,-8574299,23508342.706106726,-12271473.793211516,2832017.4137931033,25000000,35779816.49931824
Pushing Tin,1999,20th Century Fox,8408835,-24591165,12987903.573100766,-37982393.49091884,1661825.0988142295,33000000,50970297.064019606
The Painted Veil,2006,Warner Independent,15118795,-4281205,19253322.618531696,-5451983.511984321,2308212.9770992366,19400000,24705306.13051602
Pay it Forward,2000,Warner Bros.,33508922,-6491078,50022888.33492385,-9690030.313934922,6216868.645640074,40000000,59712918.64885877
All the Queen's Men,2002,Strand,22723,-14977277,32520.990812560336,-21435368.908778384,3917.7586206896553,15000000,21467889.899590947
Rabbit-Proof Fence,2002,Miramax,16199600,9199600,23184748.61449423,13166399.994685125,2793034.4827586208,7000000,10018348.619809108
Rugrats in Paris,2000,Paramount Pictures,103284813,73284813,154185940.90828976,109401251.92164569,19162302.968460113,30000000,44784688.986644074
Rugrats Go Wild,2003,Paramount Pictures,55443032,30443032,77570520.07979533,42592941.61700702,9194532.669983417,25000000,34977578.46278831
Rollerball,2002,MGM,25852508,-44147492,36999919.69148628,-63183566.506604806,4457328.9655172415,70000000,100183486.19809107
Riding Giants,2004,Sony Pictures,3216111,616111,4381775.685436444,839417.606957575,517892.270531401,2600000,3542358.07847887
Red-Eye,2005,Dreamworks SKG,95891803,69891803,126237310.21456338,92009462.13062812,14959719.65678627,26000000,34227848.08393527
Religulous,2008,Lionsgate,13136074,10636074,15702893.048807599,12714387.303329993,1829536.7688022284,2500000,2988505.745477606
"Remember Me, My Love",2004,IDP Distribution,223878,-6476122,305021.5545744971,-8823362.72458259,36051.2077294686,6700000,9128384.279157087
The Replacements,2000,Warner Bros.,50054511,54511,74722523.58378516,81375.2727116985,9286551.20593692,50000000,74641148.31107345
Resident Evil: Afterlife 3D,2010,Sony/Screen Gems,149568993,92068993,176096323.90838787,108398210.67222868,18956779.847908746,57500000,67698113.2361592
Be Kind Rewind,2008,New Line,28505302,8505302,34075303.52142972,10167257.557608869,3970097.771587744,20000000,23908045.96382085
Rachel Getting Married,2008,Sony Pictures Classics,13326280,1326280,15930265.738337323,1585438.1600448156,1856027.8551532035,12000000,14344827.578292508
Ride With the Devil,1999,USA Films,630779,-34369221,974272.5155074309,-53085133.461483054,124659.88142292491,35000000,54059405.97699049
All the Real Girls,2003,Sony Pictures Classics,703020,-296980,983597.4884363776,-415505.65007515496,116587.06467661691,1000000,1399103.1385115325
Real Women Have Curves,2002,Newmarket Films,5853194,2853194,8377048.290196422,4083470.3102782327,1009171.3793103448,3000000,4293577.979918189
Son of Rambow: A Home Movie,2008,Paramount Vantage,10573083,8573083,12639087.717164641,10248283.120782556,1472574.233983287,2000000,2390804.596382085
Romance and Cigarettes,2007,Borotoro,3231251,-7768749,4000596.4746664395,-9618451.13919297,469658.57558139536,11000000,13619047.61385941
Roll Bounce,2005,Fox Searchlight,17500866,7500866,23039114.72251184,9874557.767152123,2730244.305772231,10000000,13164556.955359718
The Real Cancun,2003,New Line,3816594,-183406,5339808.643824284,-256603.91022184613,632934.3283582089,4000000,5596412.55404613
The Ruins,2008,Paramount Pictures,22177122,-2822878,26510582.606063124,-3374474.8487129332,3088735.6545961006,25000000,29885057.45477606
Running With Scissors,2006,Sony Pictures,7213629,-4786371,9186335.70912207,-6095296.948929076,1101317.4045801526,12000000,15281632.658051144
R.V.,2006,Sony Pictures,87524497,32524497,111459767.6445583,41418951.29515721,13362518.6259542,55000000,70040816.34940109
Ravenous,1999,20th Century Fox,2062406,-9937594,3185498.3783823154,-15349155.099442994,407590.11857707513,12000000,18534653.47782531
The Salon,2007,Freestyle Releasing,139084,-1360916,172199.2380296384,-1684943.6184057358,20215.697674418607,1500000,1857142.8564353741
The Salton Sea,2002,Warner Bros.,676698,-17323302,968485.2106182262,-24792982.66889091,116672.06896551725,18000000,25761467.879509132
Saved!,2004,MGM,10102511,5102511,13764119.789912172,6951892.715914344,1626813.3655394525,5000000,6812227.073997826
Say It Isn't So,2001,20th Century Fox,5516708,-19483292,8005641.377935723,-28273428.394905813,976408.4955752211,25000000,36279069.772841536
The Adventures of Sharkboy and Lavagirl in 3-D,2005,Miramax/Dimension,69425966,19425966,91396208.35878673,25573423.581988137,10830883.931357253,50000000,65822784.77679858
Scooby-Doo 2: Monsters Unleashed,2004,Warner Bros.,181185387,156185387,246855199.74683475,212794064.37684563,29176390.821256038,25000000,34061135.369989134
The School of Rock,2003,Paramount Pictures,131161177,111161177,183508014.39156663,155525951.62133598,21751438.97180763,20000000,27982062.77023065
George A. Romero's Survival of the Dead,2010,Magnolia Pictures,101740,-4098260,119784.45288081456,-4825121.209586466,12894.803548795944,4200000,4944905.66246728
Mar adentro,2004,Fine Line,39686345,26386345,54070478.775403656,35949954.758569434,6390715.78099839,13300000,18120524.016834218
September Dawn,2007,Black Diamond Pictures,901857,-9198143,1116584.8567174915,-11388177.043280695,131083.86627906977,10100000,12504761.899998186
You Got Served,2004,Sony Pictures,48066497,40066497,65487978.44312706,54588415.124730535,7740176.650563607,8000000,10899563.318396522
In the Shadow of the Moon,2007,ThinkFilm,1134358,-865642,1404443.2375602121,-1071747.2376869535,164877.61627906977,2000000,2476190.4752471657
Stealing Harvard,2002,Sony Pictures,13973532,-11026468,19998816.432294056,-15781000.067024184,2409229.6551724137,25000000,35779816.49931824
The Singing Detective,2003,Paramount Pictures,524747,-7475253,734175.1746245112,-10458649.93346775,87022.71973466003,8000000,11192825.10809226
Sleepover,2004,MGM,9408183,-591817,12818135.789945219,-806318.3580504344,1515005.3140096618,10000000,13624454.147995653
The Bridge of San Luis Rey,2005,Fine Line,1696765,-22303235,2233715.948236093,-29361220.74462723,264705.92823712947,24000000,31594936.692863323
Slither,2006,Universal,12834936,-2415064,16344898.095133027,-3075510.0744736358,1959532.213740458,15250000,19420408.169606663
Slums of Beverly Hills,1998,Fox Searchlight,5502773,502773,8671036.237169068,792248.3631562131,1173299.1471215351,5000000,7878787.874012856
Mr. And Mrs. Smith,2005,20th Century Fox,478336279,368336279,629708518.8710337,484898392.36207676,74623444.46177848,110000000,144810126.50895688
Someone Like You,2001,20th Century Fox,38684906,15684906,56138096.15719265,22761351.966178432,6846886.017699115,23000000,33376744.19101421
Death to Smoochy,2002,Warner Bros.,8374062,-41625938,11984896.068556556,-59574736.93007993,1443803.7931034483,50000000,71559632.99863648
See No Evil,2006,Lionsgate,15387513,7387513,19595526.76558221,9407771.660214782,2349238.6259541987,8000000,10187755.10536743
The Shipping News,2001,Miramax,24405825,-10594175,35416825.12155041,-15373872.560427738,4319615.044247787,35000000,50790697.68197815
Snow Dogs,2002,Walt Disney Pictures,115010692,83010692,164602458.20878434,118804293.089657,19829429.655172415,32000000,45798165.11912735
Snow Falling on Cedars,1999,Universal,14378353,-21621647,22208149.20307083,-33395811.2304051,2841571.739130435,36000000,55603960.433475934
Snow Day,2000,Paramount Pictures,62452927,49452927,93231163.73335288,73824465.17247379,11586813.914656773,13000000,19406698.5608791
Sorority Boys,2002,Walt Disney Pictures,12516222,516222,17913125.056989197,738813.1373164424,2157969.310344828,12000000,17174311.919672757
Songcatcher,2001,Lionsgate,3050934,1250934,4427401.898333381,1815308.8746887902,539988.3185840708,1800000,2612093.0236445903
Standard Operating Procedure,2008,Sony Pictures Classics,228830,-4771170,273543.90789505624,-5703467.583060156,31870.47353760446,5000000,5977011.490955212
Soul Food,1997,20th Century Fox,43492389,35992389,69587822.4,57587822.4,9475466.013071897,7500000,12000000
"South Park: Bigger, Longer & Uncut",1999,Paramount Pictures,52037603,31037603,80374911.61847024,47939268.03227594,10284111.264822135,21000000,32435643.58619429
SpongeBob SquarePants,2004,Paramount Pictures,140416609,110416609,191309965.09375337,150436602.64976642,22611370.209339775,30000000,40873362.44398696
Spider,2003,Sony Pictures Classics,1641788,-8358212,2297030.7435705718,-11694000.641544754,272269.9834162521,10000000,13991031.385115325
Speed II: Cruise Control,1997,20th Century Fox,150468000,40468000,240748800,64748800,32781699.34640523,110000000,176000000
Spiceworld,1998,Sony Pictures,56042592,31042592,88309538.85556997,48915599.48550569,11949379.957356077,25000000,39393939.37006427
Scott Pilgrim vs. The World,2010,Universal,43149143,-41850857,50802009.89316915,-49273461.847240105,5468839.416983523,85000000,100075471.74040926
See Spot Run,2001,Warner Bros.,43057552,27057552,62483517.3302301,39264912.67561152,7620805.663716814,16000000,23218604.654618584
Spirited Away,2002,Walt Disney Pictures,274949886,255949886,393506258.7035388,366313598.1640569,47405152.758620694,19000000,27192660.539481863
The Square,2010,Apparition,406216,-1493784,478261.85680590686,-1758719.276215006,51484.91761723701,1900000,2236981.1330209128
Saint Ralph,2005,Samuel Goldwyn Films,795126,-4404874,1046748.1513687351,-5798821.465418318,124044.61778471139,5200000,6845569.616787053
Shaolin Soccer,2004,Miramax,42776032,32776032,58280008.66171948,44655554.51372383,6888249.919484702,10000000,13624454.147995653
Superstar,1999,Paramount Pictures,30628981,16628981,47308129.10115795,25684366.71036175,6053158.300395258,14000000,21623762.390796196
Soul Survivors,2001,Artisan,4288246,-9711754,6222943.033484344,-14093336.039306914,758981.592920354,14000000,20316279.07279126
Star Wars Ep. II: Attack of the Clones,2002,20th Century Fox,656695615,541695615,939857944.0242776,775270788.1274136,113223381.89655173,115000000,164587155.8968639
Star Wars Ep. III: Revenge of the Sith,2005,20th Century Fox,848998877,733998877,1117669407.1302938,966277002.1436572,132449122.77691108,115000000,151392404.98663676
Small Time Crooks,2000,Dreamworks SKG,29934477,11934477,44686874.74742834,17816061.3554419,5553706.307977737,18000000,26870813.391986445
Stepmom,1998,Sony/TriStar,119709917,69709917,188633808.49173707,109845929.75160852,25524502.55863539,50000000,78787878.74012855
Stick It,2006,Walt Disney Pictures,30399714,10399714,38713105.18815122,13243717.424732642,4641177.709923664,20000000,25469387.763418574
A Stir of Echoes,1999,Artisan,21133087,9133087,32641203.70514457,14106550.227319261,4176499.407114625,12000000,18534653.47782531
